"id","time.d","pres","xCH4","pres.resid"
"1 Blank50",0,0,NA,0
"1 Blank50",0.627083333296469,36.8,0.501489572989077,0
"1 Blank50",1.60277777779993,28.6,0.583225472430753,0
"1 Blank50",1.99722222219862,13.4,0.579929988331389,0
"1 Blank50",2.71527777779556,14.2,0.611529766390354,0
"1 Blank50",3.6180555555984,16.8,0.623134328358209,0
"1 Blank50",4.71388888889487,14.5,0.640012397334573,0
"1 Blank50",5.61666666669771,14.2,0.646767617938264,0
"1 Blank50",7.64999999999418,19.2,0.657439446366782,0
"1 Blank50",9.625,17.3,0.660234680573664,0
"1 Blank50",12.6458333332994,20.4,0.665596046942557,0
"1 Blank50",15.6618055555955,16,0.672107877927608,0
"1 Blank50",19.6458333332994,21.8,0.673758865248227,0
"1 Blank50",24.0291666666963,19.6,0.671285779191277,0
"1 Blank50",29.6076388888978,19.4,0.670953436807095,0
"1 Blank50",40.65625,30.6,0.67928928373126,0
"1 Blank50",61.9652777777956,39.8,0.685435188234003,0
"1 Blank50",83.6624999999986,31.6,0.673524804177546,0
"2 Blank50",0,0,NA,0
"2 Blank50",0.627083333296469,36.8,0.490126582278481,0
"2 Blank50",1.60277777779993,27.8,0.585792635152781,0
"2 Blank50",1.99722222219862,14.3,0.589115646258503,0
"2 Blank50",2.71527777779556,14.3,0.612138728323699,0
"2 Blank50",3.6180555555984,16.4,0.631543958783447,0
"2 Blank50",4.71388888889487,15.6,0.640766116474618,0
"2 Blank50",5.61666666669771,13.8,0.647084358269426,0
"2 Blank50",7.64999999999418,19.8,0.658663028649386,0
"2 Blank50",9.625,17.1,0.661195928753181,0
"2 Blank50",12.6458333332994,18.6,0.664320723890914,0
"2 Blank50",15.6618055555955,16.2,0.672436590936411,0
"2 Blank50",19.6458333332994,21.6,0.674039030159669,0
"2 Blank50",24.0291666666963,17.6,0.66934661986185,0
"2 Blank50",29.6076388888978,17.8,0.668809926677947,0
"2 Blank50",40.65625,29.4,0.6770488182019,0
"2 Blank50",61.9652777777956,38.9,0.683946852537573,0
"2 Blank50",83.6624999999986,32,0.673046420640795,0
"3 Blank50",0,0,NA,0
"3 Blank50",0.627083333296469,36.8,0.489795918367347,0
"3 Blank50",1.60277777779993,29.4,0.586829392321383,0
"3 Blank50",1.99722222219862,14.4,0.588633288227334,0
"3 Blank50",2.71527777779556,14.7,0.612532443455691,0
"3 Blank50",3.6180555555984,17.8,0.629040533606978,0
"3 Blank50",4.71388888889487,15.6,0.641967717140661,0
"3 Blank50",5.61666666669771,13.8,0.647084358269426,0
"3 Blank50",7.64999999999418,19.8,0.659183387119405,0
"3 Blank50",9.625,17.1,0.662164006003547,0
"3 Blank50",12.6458333332994,20.4,0.667084639498433,0
"3 Blank50",15.6618055555955,16.4,0.672125092341788,0
"3 Blank50",19.6458333332994,21.1,0.67415181840371,0
"3 Blank50",24.0291666666963,18.6,0.671367962389634,0
"3 Blank50",29.6076388888978,18.7,0.670099592575826,0
"3 Blank50",40.65625,29.2,0.677750773309766,0
"3 Blank50",61.9652777777956,38.8,0.67983367983368,0
"3 Blank50",83.6624999999986,37.4,0.674845316833796,0
"7 WWS75",0,0,NA,0
"7 WWS75",0.627083333296469,47.8,0.57202743902439,0
"7 WWS75",1.60277777779993,68.4,0.649292495074333,0
"7 WWS75",1.99722222219862,28.4,0.653350110097515,0
"7 WWS75",2.71527777779556,40.4,0.681704260651629,0
"7 WWS75",3.6180555555984,32.8,0.691141756739968,0
"7 WWS75",4.71388888889487,18.8,0.683735984279274,0
"7 WWS75",5.61666666669771,12.4,0.680394631180452,0
"7 WWS75",7.64999999999418,17.8,0.676244109872428,0
"7 WWS75",9.625,13.8,0.673864147548358,0
"7 WWS75",12.6458333332994,15.2,0.670552964690206,0
"7 WWS75",15.6618055555955,11,0.69539590747331,0
"7 WWS75",19.6458333332994,14,0.672802320392682,0
"7 WWS75",24.0291666666963,11.6,0.670032930845225,0
"7 WWS75",29.6076388888978,10.6,0.669413315754779,0
"7 WWS75",40.65625,15.4,0.669599217986315,0
"7 WWS75",61.9652777777956,16.6,0.6699092797027,0
"7 WWS75",83.6624999999986,13.8,0.667016586185177,0
"8 WWS75",0,0,NA,0
"8 WWS75",0.627083333296469,49,0.574212893553223,0
"8 WWS75",1.60277777779993,66.2,0.650805138411435,0
"8 WWS75",1.99722222219862,28.2,0.655690440060698,0
"8 WWS75",2.71527777779556,40,0.684379172229639,0
"8 WWS75",3.6180555555984,31.2,0.691298006806028,0
"8 WWS75",4.71388888889487,18.2,0.684407971864009,0
"8 WWS75",5.61666666669771,12,0.67937869479541,0
"8 WWS75",7.64999999999418,16.8,0.677079757409315,0
"8 WWS75",9.625,12.4,0.671760872008091,0
"8 WWS75",12.6458333332994,13.6,0.670212765957447,0
"8 WWS75",15.6618055555955,9.6,0.672643778701072,0
"8 WWS75",19.6458333332994,13.6,0.671282558522915,0
"8 WWS75",24.0291666666963,10.4,0.668484915952354,0
"8 WWS75",29.6076388888978,10,0.666593188581506,0
"8 WWS75",40.65625,15,0.667387543252595,0
"8 WWS75",61.9652777777956,17.2,0.668250026989096,0
"8 WWS75",83.6624999999986,14,0.663902649149257,0
"9 WWS75",0,0,NA,0
"9 WWS75",0.627083333296469,47.4,0.565442936951317,0
"9 WWS75",1.60277777779993,66.6,0.647938708500547,0
"9 WWS75",1.99722222219862,28.4,0.653414264036419,0
"9 WWS75",2.71527777779556,41.4,0.683046050939027,0
"9 WWS75",3.6180555555984,33.5,0.691447041272999,0
"9 WWS75",4.71388888889487,18.8,0.684128506353393,0
"9 WWS75",5.61666666669771,12.6,0.679287833827893,0
"9 WWS75",7.64999999999418,17.6,0.676750315114014,0
"9 WWS75",9.625,12.4,0.671473427142691,0
"9 WWS75",12.6458333332994,13.4,0.668813448313503,0
"9 WWS75",15.6618055555955,10,0.671989354624085,0
"9 WWS75",19.6458333332994,13,0.665186197471814,0
"9 WWS75",24.0291666666963,9.8,0.666484238178634,0
"9 WWS75",29.6076388888978,9.9,0.664802594788055,0
"9 WWS75",40.65625,14.8,0.66597487711633,0
"9 WWS75",61.9652777777956,17.4,0.666521644550794,0
"9 WWS75",83.6624999999986,13.4,0.662455839845841,0
"10 WWS60",0,0,NA,0
"10 WWS60",0.627083333296469,68.5,0.60475279978148,0
"10 WWS60",1.60277777779993,105.4,0.665757749712973,0
"10 WWS60",1.99722222219862,44.7,0.659380223736659,0
"10 WWS60",2.71527777779556,67.4,0.68864550737595,0
"10 WWS60",3.6180555555984,52,0.693795155121122,0
"10 WWS60",4.71388888889487,29.6,0.682190599396291,0
"10 WWS60",5.61666666669771,19.6,0.672930743243243,0
"10 WWS60",7.64999999999418,27.6,0.670369982182161,0
"10 WWS60",9.625,20.4,0.663435480508651,0
"10 WWS60",12.6458333332994,22.5,0.662436284198481,0
"10 WWS60",15.6618055555955,17.6,0.666142227816237,0
"10 WWS60",19.6458333332994,20.8,0.664044711239909,0
"10 WWS60",24.0291666666963,17,0.659781163718172,0
"10 WWS60",29.6076388888978,17,0.657534246575342,0
"10 WWS60",40.65625,24.1,0.662717626455136,0
"10 WWS60",61.9652777777956,28,0.664024704065878,0
"10 WWS60",83.6624999999986,20.8,0.657250279443146,0
"11 WWS60",0,0,NA,0
"11 WWS60",0.627083333296469,68.6,0.608767576509512,0
"11 WWS60",1.60277777779993,106.5,0.666666666666667,0
"11 WWS60",1.99722222219862,44.6,0.660766961651918,0
"11 WWS60",2.71527777779556,68.2,0.689917936694021,0
"11 WWS60",3.6180555555984,54,0.694871519191485,0
"11 WWS60",4.71388888889487,29.8,0.685082872928177,0
"11 WWS60",5.61666666669771,19.8,0.496787499008487,0
"11 WWS60",7.64999999999418,28.2,0.670416316232128,0
"11 WWS60",9.625,21,0.663426739737359,0
"11 WWS60",12.6458333332994,22.4,0.660623344876757,0
"11 WWS60",15.6618055555955,18.2,0.662472092551248,0
