"id","time.d","pres","xCH4","pres.resid"
"1 Blank50",0,0,NA,101.3
"1 Blank50",0.627083333296469,3.68,0.501489572989077,101.3
"1 Blank50",1.60277777779993,2.86,0.583225472430753,101.3
"1 Blank50",1.99722222219862,1.34,0.579929988331389,101.3
"1 Blank50",2.71527777779556,1.42,0.611529766390354,101.3
"1 Blank50",3.6180555555984,1.68,0.623134328358209,101.3
"1 Blank50",4.71388888889487,1.45,0.640012397334573,101.3
"1 Blank50",5.61666666669771,1.42,0.646767617938264,101.3
"1 Blank50",7.64999999999418,1.92,0.657439446366782,101.3
"1 Blank50",9.625,1.73,0.660234680573664,101.3
"1 Blank50",12.6458333332994,2.04,0.665596046942557,101.3
"1 Blank50",15.6618055555955,1.6,0.672107877927608,101.3
"1 Blank50",19.6458333332994,2.18,0.673758865248227,101.3
"1 Blank50",24.0291666666963,1.96,0.671285779191277,101.3
"1 Blank50",29.6076388888978,1.94,0.670953436807095,101.3
"1 Blank50",40.65625,3.06,0.67928928373126,101.3
"1 Blank50",61.9652777777956,3.98,0.685435188234003,101.3
"1 Blank50",83.6624999999986,3.16,0.673524804177546,101.3
"2 Blank50",0,0,NA,101.3
"2 Blank50",0.627083333296469,3.68,0.490126582278481,101.3
"2 Blank50",1.60277777779993,2.78,0.585792635152781,101.3
"2 Blank50",1.99722222219862,1.43,0.589115646258503,101.3
"2 Blank50",2.71527777779556,1.43,0.612138728323699,101.3
"2 Blank50",3.6180555555984,1.64,0.631543958783447,101.3
"2 Blank50",4.71388888889487,1.56,0.640766116474618,101.3
"2 Blank50",5.61666666669771,1.38,0.647084358269426,101.3
"2 Blank50",7.64999999999418,1.98,0.658663028649386,101.3
"2 Blank50",9.625,1.71,0.661195928753181,101.3
"2 Blank50",12.6458333332994,1.86,0.664320723890914,101.3
"2 Blank50",15.6618055555955,1.62,0.672436590936411,101.3
"2 Blank50",19.6458333332994,2.16,0.674039030159669,101.3
"2 Blank50",24.0291666666963,1.76,0.66934661986185,101.3
"2 Blank50",29.6076388888978,1.78,0.668809926677947,101.3
"2 Blank50",40.65625,2.94,0.6770488182019,101.3
"2 Blank50",61.9652777777956,3.89,0.683946852537573,101.3
"2 Blank50",83.6624999999986,3.2,0.673046420640795,101.3
"3 Blank50",0,0,NA,101.3
"3 Blank50",0.627083333296469,3.68,0.489795918367347,101.3
"3 Blank50",1.60277777779993,2.94,0.586829392321383,101.3
"3 Blank50",1.99722222219862,1.44,0.588633288227334,101.3
"3 Blank50",2.71527777779556,1.47,0.612532443455691,101.3
"3 Blank50",3.6180555555984,1.78,0.629040533606978,101.3
"3 Blank50",4.71388888889487,1.56,0.641967717140661,101.3
"3 Blank50",5.61666666669771,1.38,0.647084358269426,101.3
"3 Blank50",7.64999999999418,1.98,0.659183387119405,101.3
"3 Blank50",9.625,1.71,0.662164006003547,101.3
"3 Blank50",12.6458333332994,2.04,0.667084639498433,101.3
"3 Blank50",15.6618055555955,1.64,0.672125092341788,101.3
"3 Blank50",19.6458333332994,2.11,0.67415181840371,101.3
"3 Blank50",24.0291666666963,1.86,0.671367962389634,101.3
"3 Blank50",29.6076388888978,1.87,0.670099592575826,101.3
"3 Blank50",40.65625,2.92,0.677750773309766,101.3
"3 Blank50",61.9652777777956,3.88,0.67983367983368,101.3
"3 Blank50",83.6624999999986,3.74,0.674845316833796,101.3
"7 WWS75",0,0,NA,101.3
"7 WWS75",0.627083333296469,4.78,0.57202743902439,101.3
"7 WWS75",1.60277777779993,6.84,0.649292495074333,101.3
"7 WWS75",1.99722222219862,2.84,0.653350110097515,101.3
"7 WWS75",2.71527777779556,4.04,0.681704260651629,101.3
"7 WWS75",3.6180555555984,3.28,0.691141756739968,101.3
"7 WWS75",4.71388888889487,1.88,0.683735984279274,101.3
"7 WWS75",5.61666666669771,1.24,0.680394631180452,101.3
"7 WWS75",7.64999999999418,1.78,0.676244109872428,101.3
"7 WWS75",9.625,1.38,0.673864147548358,101.3
"7 WWS75",12.6458333332994,1.52,0.670552964690206,101.3
"7 WWS75",15.6618055555955,1.1,0.69539590747331,101.3
"7 WWS75",19.6458333332994,1.4,0.672802320392682,101.3
"7 WWS75",24.0291666666963,1.16,0.670032930845225,101.3
"7 WWS75",29.6076388888978,1.06,0.669413315754779,101.3
"7 WWS75",40.65625,1.54,0.669599217986315,101.3
"7 WWS75",61.9652777777956,1.66,0.6699092797027,101.3
"7 WWS75",83.6624999999986,1.38,0.667016586185177,101.3
"8 WWS75",0,0,NA,101.3
"8 WWS75",0.627083333296469,4.9,0.574212893553223,101.3
"8 WWS75",1.60277777779993,6.62,0.650805138411435,101.3
"8 WWS75",1.99722222219862,2.82,0.655690440060698,101.3
"8 WWS75",2.71527777779556,4,0.684379172229639,101.3
"8 WWS75",3.6180555555984,3.12,0.691298006806028,101.3
"8 WWS75",4.71388888889487,1.82,0.684407971864009,101.3
"8 WWS75",5.61666666669771,1.2,0.67937869479541,101.3
"8 WWS75",7.64999999999418,1.68,0.677079757409315,101.3
"8 WWS75",9.625,1.24,0.671760872008091,101.3
"8 WWS75",12.6458333332994,1.36,0.670212765957447,101.3
"8 WWS75",15.6618055555955,0.96,0.672643778701072,101.3
"8 WWS75",19.6458333332994,1.36,0.671282558522915,101.3
"8 WWS75",24.0291666666963,1.04,0.668484915952354,101.3
"8 WWS75",29.6076388888978,1,0.666593188581506,101.3
"8 WWS75",40.65625,1.5,0.667387543252595,101.3
"8 WWS75",61.9652777777956,1.72,0.668250026989096,101.3
"8 WWS75",83.6624999999986,1.4,0.663902649149257,101.3
"9 WWS75",0,0,NA,101.3
"9 WWS75",0.627083333296469,4.74,0.565442936951317,101.3
"9 WWS75",1.60277777779993,6.66,0.647938708500547,101.3
"9 WWS75",1.99722222219862,2.84,0.653414264036419,101.3
"9 WWS75",2.71527777779556,4.14,0.683046050939027,101.3
"9 WWS75",3.6180555555984,3.35,0.691447041272999,101.3
"9 WWS75",4.71388888889487,1.88,0.684128506353393,101.3
"9 WWS75",5.61666666669771,1.26,0.679287833827893,101.3
"9 WWS75",7.64999999999418,1.76,0.676750315114014,101.3
"9 WWS75",9.625,1.24,0.671473427142691,101.3
"9 WWS75",12.6458333332994,1.34,0.668813448313503,101.3
"9 WWS75",15.6618055555955,1,0.671989354624085,101.3
"9 WWS75",19.6458333332994,1.3,0.665186197471814,101.3
"9 WWS75",24.0291666666963,0.98,0.666484238178634,101.3
"9 WWS75",29.6076388888978,0.99,0.664802594788055,101.3
"9 WWS75",40.65625,1.48,0.66597487711633,101.3
"9 WWS75",61.9652777777956,1.74,0.666521644550794,101.3
"9 WWS75",83.6624999999986,1.34,0.662455839845841,101.3
"10 WWS60",0,0,NA,101.3
"10 WWS60",0.627083333296469,6.85,0.60475279978148,101.3
"10 WWS60",1.60277777779993,10.54,0.665757749712973,101.3
"10 WWS60",1.99722222219862,4.47,0.659380223736659,101.3
"10 WWS60",2.71527777779556,6.74,0.68864550737595,101.3
"10 WWS60",3.6180555555984,5.2,0.693795155121122,101.3
"10 WWS60",4.71388888889487,2.96,0.682190599396291,101.3
"10 WWS60",5.61666666669771,1.96,0.672930743243243,101.3
"10 WWS60",7.64999999999418,2.76,0.670369982182161,101.3
"10 WWS60",9.625,2.04,0.663435480508651,101.3
"10 WWS60",12.6458333332994,2.25,0.662436284198481,101.3
"10 WWS60",15.6618055555955,1.76,0.666142227816237,101.3
"10 WWS60",19.6458333332994,2.08,0.664044711239909,101.3
"10 WWS60",24.0291666666963,1.7,0.659781163718172,101.3
"10 WWS60",29.6076388888978,1.7,0.657534246575342,101.3
"10 WWS60",40.65625,2.41,0.662717626455136,101.3
"10 WWS60",61.9652777777956,2.8,0.664024704065878,101.3
"10 WWS60",83.6624999999986,2.08,0.657250279443146,101.3
"11 WWS60",0,0,NA,101.3
"11 WWS60",0.627083333296469,6.86,0.608767576509512,101.3
